MAIN_ORG,ORGS,text,sentiments,score,month
60,DELL,no organisation,"À travers le rapport annuel «Legacy of Good 2020», publié récemment par Dell, la société poursuit ses engagements envers ses collaborateurs, la société et l’environnement, selon un communiqué de presse. 
Dell a pour principal objectif de favoriser le progrès humain via la technologie, et de mettre son expertise au service de la planète. 
Cette implication se traduit notamment par des investissements dans des innovations qui minimisent l’impact sur l’environnement et favorisent la transparence de la chaine logistique. Le «Legacy of Good 2020» assure l’inclusion au travail et la progression des populations les plus défavorisées.  «Le programme Legacy of Good illustre ce qu’il est possible d’accomplir lorsque les hommes et les technologies se réunissent autour d’un objectif», déclare Christine Fraser, directrice de la responsabilité chez Dell. La société estime que la transition vers une économie circulaire est essentielle au progrès humain. Et la seule façon pour que l’innovation impulsée génère des résultats probants est la motivation des salariés, en mettant au service de la nouvelle génération les compétences nécessaires pour réussir dans un monde de plus en plus techno-centré.   Par ailleurs, en tant qu’entreprise mondiale, Dell considère que la coopération est une bonne solution pour relever les nombreux défis auxquels le monde doit faire face. Pour cette année, Dell a lancé en collaboration avec le gouvernement indien le «Digital LifeCare», une solution analytique dans le Cloud visant l’amélioration des dépistages de maladie. 
",POSITIVE,1.0,avril
61,BMCI-BNP PARIBAS BANQUE PRIVÉE,"['Corporate Banking', 'BNP Paribas Wealth', 'BMCI', 'Global Finance', 'Global Finance', 'Global Finance']","BMCI-BNP Paribas Banque Privée vient d’être élue «Meilleure Banque privée au Maroc» pour l’année 2019, par le magazine «Global Finance». La cérémonie de remise des prix a été organisée à New York le 5 février devant 100 dirigeants financiers internationaux. «Ce prix atteste du formidable travail fourni par les équipes depuis la création de BMCI-BNP Paribas Banque Privée en 2010 et conforte notre position de banque privée de référence au Maroc», a déclaré Soraya Mahfoud, directrice de la Banque privée du groupe BMCI. Selon le groupe, BMCI-BNP Paribas Banque Privée n’a cessé de grandir pour devenir aujourd’hui l’un des cœurs de métier de la BMCI. «Elle continue, d’ailleurs d’offrir un potentiel de croissance et de développement important», est-il souligné. À noter que le parc clientèle a été multiplié par deux, durant les quatre dernières années au moment où le volume des actifs financiers s’est accru de 50%. Cette performance est portée notamment par les synergies développées avec le Corporate Banking du groupe BMCI. Globalement, BNP Paribas Wealth Management a été primée 5 fois par «Global Finance» notamment en tant que «meilleure banque privée du monde». Le magazine «Global Finance» a sélectionné les lauréats en identifiant les équipes de gestion de patrimoine «qui répondent le plus efficacement aux besoins spécifiques de leurs clients tout en cherchant à améliorer, préserver et transmettre leur patrimoine.», précise le groupe BMCI. 
",POSITIVE,1.0,avril
62,HEETCH,['Syndicat national des taxis marocains'],"Après Casablanca, Heetch met les voiles sur Rabat. Le spécialiste du transport touristique avec chauffeur, actif au Maroc depuis novembre 2017, entend poursuivre son expansion sur le marché national. Pour ses débuts dans la capitale, Heetch démarrera avec une flotte de 200 chauffeurs de taxi. Pour garantir une meilleure qualité de service, l’application a développé le label «Fiddek», en partenariat avec le Syndicat national des taxis marocains relevant de l’Union marocaine du travail. Le but étant d’assurer un certain nombre de critères, notamment ceux liés à la propreté et à la qualité du service. À Casablanca, l’entreprise compte à ce jour une flotte de 4.000 chauffeurs de taxi, en plus d’un important contingent de drivers pour un total de 150.000 trajets par mois.
",POSITIVE,1.0,avril
63,OCP,no organisation,"Le groupe OCP poursuit ses efforts d’accompagnement en faveur des agriculteurs. Il a fait escale mardi dernier, pour trois jours, à Khmiss Zemamra dans le cadre de la nouvelle tournée nationale de son dispositif «Al Moutmir Itinérant». Celui-ci fera des haltes dans 28 provinces, soit 180 localités à fort potentiel à travers le Royaume. Objectif : cibler plus de 10.000 agriculteurs et trois familles de cultures : céréales et légumineuses ; arboriculture et maraichage, annonce l’OCP dans un communiqué.  Pour l’édition 2019-2020 de ce dispositif, ce sont plus de 4.000 plateformes de démonstration qui vont être accompagnées par les équipes Al Moutmir. Finalité : permettre aux agriculteurs d’accroitre leur productivité ainsi que la qualité des productions grâce à une bonne conduite technique des cultures. Ce programme vise aussi le renforcement des capacités et l’échange de l’information adaptée avec une forte inclusion des différents groupes socio-économiques, particulièrement les femmes rurales et les jeunes.  Cette année a été marquée par le lancement du dispositif agile «Al Moutmir souks et moussem». Celui-ci va à la rencontre des agriculteurs dans les souks et les moussems dans différentes provinces du Royaume. De même, il permet d’accompagner les agriculteurs avant le lancement de chaque cycle de culture en identifiant leurs besoins et en les soutenant dans leurs choix des pratiques agricoles. 
Pour cette nouvelle tournée, l’OCP a innové en lançant une application mobile de conseil agricole baptisée «@tmar». Cette dernière offre aux agriculteurs une palette de services visant à les accompagner sur différents volets, notamment agronomique, technique et opérationnel. 
",POSITIVE,1.0,avril
64,ALTUS,"['Aterian Resource Ltd', 'Ammas', 'Arfa']","Le britannique Altus Strategies se renforce au Maroc. L’explorateur minier axé sur l’Afrique vient d’obtenir, à travers Aterian Resource Ltd, sa filiale marocaine, trois nouvelles licences d'exploration pour des opérations d'exploration de zinc et de cuivre. Les permis Ammas, Takzim Est et Arfa situés dans la région de l’Oriental et près de Marrakech, couvrent une superficie totale de 87,55 km² et seront exploités pour une durée de trois ans, renouvelable pour quatre années supplémentaires. «Ces licences sont stratégiquement situées et ont été sélectionnées sur la base des programmes de détection poussés. Nos recherches révèlent l’existence de ressources importantes de zinc, cuivre et autres métaux de base», a déclaré Steven Poulton, PDG d’Altus, cité dans un communiqué publié sur le site de la compagnie le 29 mai. Le groupe a déjà entamé l'exploration de la licence Ammas, qui comprend deux licences d'exploration de trois ans couvrant 31,75 km² et située à 30 km au sud de Marrakech. Des découvertes de quartz et d’autres métaux auraient d’ores et déjà été révélées sur ce site. La licence Takzim Est, comprenant trois licences d'exploration couvrant 39,8 km², est située, quant à elle, à 35 km de Marrakech. La licence d'Arfa dans l'Oriental du pays comprend un permis d'exploration de 16 km². Outre le Maroc, la compagnie dispose de permis d’exploration dans 5 pays africains, à savoir le Cameroun, l’Éthiopie, le Liberia, le Mali et la Côte d’Ivoire. 
",POSITIVE,1.0,avril
65,AFRICA CEO,no organisation,"La 8e édition d’Africa CEO Forum, plus grand rendez-vous du secteur privé africain, mobilisera plus de 1.800 participants. Le thème principal de cette édition a trait au rôle sociétal des grandes entreprises.",POSITIVE,1.0,avril
66,INFFLUX GROUPE,"['Advansys', 'BEXT', 'Salon international du transport et de la logistique pour l’Afrique', 'Méditerranée', 'ogismed)', 'BEXT', 'Supply Chain', 'BEXT WS', 'dvansys Group,']","L’éditeur français Infflux groupe CFD, s’appuie son nouveau partenaire marocain Advansys Group afin de mettre sur le marché une solution logicielle adaptée aux besoins des professionnels marocains. Il s’agit de toute une gamme progicielle de pilotage de la chaîne logistique opérationnelle, intitulée BEXT. Celle-ci sera présentée, sous sa dernière version, par les deux partenaires, dans leur stand commun, durant la huitième édition du Salon international du transport et de la logistique pour l’Afrique et la Méditerranée (Logismed), prévu du 9 au 11 avril prochain à Casablanca. «Avec la version 8.0, la solution de gestion d’entrepôt BEXT s’enrichit de nouvelles fonctionnalités pour accélérer la diffusion des meilleures pratiques logistiques, de la réception au stockage en passant par la préparation des commandes», est-il expliqué. 
Figurant dans le top 5 français des éditeurs de solutions de gestion d’entrepôt, Infflux groupe est un acteur reconnu dans la Supply Chain, avec 300 sites logistiques à son actif.
«La solution de gestion d’entrepôt BEXT WS répond aujourd’hui aux besoins des professionnels d’optimiser et d’accélérer leur logistique opérationnelle, à l’heure où le Maroc ambitionne de devenir un hub logistique et une plaque tournante du commerce», souligne Mohammed Mabrouki, directeur général d’Advansys Group, qui a son compte un portefeuille de 150 clients. 
",POSITIVE,1.0,avril
67,BMCE BANK OF AFRICA,no organisation,"Nouvelle distinction pour BMCE Bank of Africa. Le groupe bancaire a été primé, pour la deuxième année consécutive, par Top Employers Institute. Avec cette distinction internationale, Top Employer 2019, BBOA a été récompensé pour l’excellence de ses pratiques RH. Cette certification a été attribuée à la banque à l’issue d’un audit approfondi des normes RH appliquées à l’ensemble des processus que ce soit pour le recrutement, la formation, la gestion des carrières que l’épanouissement des collaborateurs dans l’exercice de leurs fonctions. n
",POSITIVE,1.0,avril
68,ORANGE CYBERDEFENSE,no organisation,"Dans un monde ultra-connecté où les cybermenaces s’intensifient et revêtent des formes de plus en plus complexes, la sécurité est devenue un enjeu majeur pour les entreprises. Numéro un français de la sécurité numérique, Orange Cyberdefense déploie des moyens colossaux pour protéger ses clients. Voyage au cœur de cette forteresse des temps modernes.",POSITIVE,1.0,avril
69,BMCE BANK OF AFRICA,['Nations unies'],"Double consécration pour BMCE Bank of Africa lors de l’Arabia CSR Awards. Le groupe bancaire marocain a ainsi décroché, pour la 6e année d’affilée, deux prix dans les catégories Financial services category et Partnerships and collaborations. Ces distinctions «récompensent les organisations de la région qui démontrent un leadership et un engagement exceptionnels en faveur de la durabilité», précise BBOA dans un communiqué. À noter que ces trophées s’ajoutent à celui du Top Performer RSE obtenu également pour la 6e fois consécutive par l’agence de notation extra-financière VigeoEiris, qui s’est alliée à Moody’s depuis avril dernier afin de promouvoir l’usage de standards à l’échelle mondiale auprès des acteurs de marché. Pour rappel, l’Arabia CSR Award est considéré comme le 1er prix développement durable et RSE de la région arabe. Lancé en 2008, il repose sur les principes et cadres internationaux reconnus à l’échelle planétaire et soutenus par des instances de renom à l’image du Pacte mondial des Nations unies, le programme des Nations unies pour l’environnement. Depuis sa création, le prix a reçu plus de 1.000 candidatures émanant de plus de 900 organisations représentant 39 secteurs de 13 pays. 
",POSITIVE,1.0,avril
